Provider,Service,Sector,Quantity,Price,Date
Microsoft,Processor,Public,,,2005-05-12
Facebook,Data Science,Private,2,63.25,2016-02-16
Cisco,Authentication,Private,23,67,2002-05-26
Microsoft,Database,Public,26,,2009-08-17
Facebook,Authentication,NGO,50,73.75,2016-07-20
Oracle,Compute,,,63.25,2002-03-04
IBM,Containers,,43,53.25,2007-09-15
Cisco,Authentication,,,59,2015-09-04
Google,Storage,NGO,12,,2006-01-08
Amazon,Processor,Public,7,73.25,2006-07-07
Microsoft,Storage,Private,,,2005-06-20
Microsoft,Database,Public,12,61.5,2002-09-13
IBM,Data Science,Private,10,,2014-04-10
Microsoft,Authentication,,9,61.75,2011-05-16
Google,Data Science,,,63.25,2010-04-19
Oracle,Containers,NGO,,52.5,2015-04-23
Google,Storage,Public,,65,2008-05-11
IBM,Data Science,Public,15,75,2015-06-17
IBM,Compute,Private,36,,2015-08-07
Microsoft,Authentication,Public,,68,2003-04-05
Amazon,Containers,,,78.25,2010-12-13
Cisco,Database,,,50.75,2007-06-03
Facebook,Storage,Public,2,66,2007-08-06
Google,Compute,,,53.5,2014-08-08
Cisco,Data Science,Private,,54.75,2000-03-03
Microsoft,Database,NGO,27,50.25,2001-06-25
IBM,Authentication,NGO,,,2016-04-14
Oracle,Processor,NGO,,,2000-07-08
Microsoft,Database,Public,,,2004-05-10
Oracle,Processor,Private,6,,2007-10-09
Cisco,Storage,Private,25,65.5,2000-07-01
IBM,Containers,Public,,59.25,2007-05-16
Google,Authentication,NGO,,72,2012-06-01
Cisco,Compute,,16,57,2018-06-20
Cisco,Containers,Public,9,,2019-05-22
Cisco,Compute,Private,24,53.25,2002-05-04
Microsoft,Storage,Private,24,70,2017-05-25
IBM,Processor,,,59.75,2008-04-02
Amazon,Compute,,17,,2019-07-09
IBM,Compute,NGO,,77.75,2004-06-06
Amazon,Data Science,NGO,45,,2008-08-23
IBM,Authentication,,29,65,2007-08-08
Oracle,Processor,Public,,51.75,2019-05-13
Microsoft,Storage,,,,2017-04-13
Cisco,Data Science,Private,29,56.75,2008-11-06
Cisco,Database,,27,59.25,2010-02-20
Amazon,Processor,Public,17,56.25,2006-06-20
Facebook,Authentication,Public,,66.75,2002-02-02
Oracle,Containers,,,62.5,2009-05-17
Microsoft,Containers,Public,0,,2000-04-09
Oracle,Processor,Private,,,2014-09-11
Cisco,Storage,Public,49,58,2000-07-04
Facebook,Storage,,,61.5,2014-02-21
Cisco,Database,Private,,78,2009-06-09
Cisco,Database,Private,,66.25,2018-03-07
IBM,Database,Public,,60.5,2008-07-03
Amazon,Compute,Public,30,64.5,2001-08-17
Amazon,Storage,Private,,59.75,2006-07-06
Cisco,Storage,Public,12,52.5,2014-06-05
Amazon,Authentication,Private,,,2017-08-06
Facebook,Processor,NGO,,,2001-07-09
Google,Processor,Private,,78.25,2003-06-04
IBM,Storage,Private,47,52,2013-08-13
Google,Processor,NGO,47,,2004-06-20
Google,Database,Private,,75,2000-06-24
Oracle,Compute,Private,8,74.75,2018-06-07
Cisco,Containers,Public,,66,2007-10-24
Facebook,Containers,Public,,,2014-05-25
Oracle,Processor,Public,49,,2003-06-14
Oracle,Database,,,78.5,2015-07-18
Google,Containers,Private,13,,2011-06-07
Google,Processor,NGO,47,56.5,2015-03-26
Oracle,Database,NGO,,50.75,2013-08-16
Cisco,Storage,Public,,75.75,2011-07-22
Google,Containers,Private,,,2018-07-23
Microsoft,Authentication,Private,,58.75,2005-06-10
Microsoft,Containers,Private,,52.25,2001-09-26
IBM,Database,Private,,68.25,2015-07-26
Cisco,Containers,Private,,,2003-08-09
Google,Compute,NGO,,,2007-08-08
Cisco,Containers,Private,31,74.75,2009-04-14
Cisco,Authentication,Public,,,2019-07-23
IBM,Storage,Private,1,73.25,2019-07-17
Amazon,Processor,Public,,52,2014-06-09
Cisco,Data Science,NGO,37,,2002-03-03
Google,Containers,Private,,55.25,2009-06-23
Microsoft,Storage,NGO,41,,2015-04-14
Amazon,Database,Public,2,75.25,2005-05-19
IBM,Database,Private,,66,2001-05-23
Facebook,Storage,NGO,44,58.75,2019-05-01
IBM,Compute,NGO,,50.75,2014-09-16
IBM,Storage,Public,,,2011-06-16
IBM,Storage,,10,67,2018-02-05
IBM,Compute,Public,,79.75,2019-04-23
Microsoft,Data Science,Public,,,2009-09-21
Microsoft,Compute,Public,50,57.25,2015-04-23
Cisco,Data Science,Public,,62,2017-01-01
Cisco,Data Science,NGO,14,,2017-04-11
Facebook,Authentication,,21,59.75,2007-06-08
Google,Processor,Private,1,,2016-06-26
Google,Database,,,60.25,2019-08-07
Google,Compute,,,,2016-12-02
Amazon,Authentication,Private,,,2005-08-03
Facebook,Database,,,,2005-05-02
Amazon,Compute,Private,4,69.25,2010-02-21
IBM,Database,Private,,51.5,2019-07-18
Oracle,Containers,,,,2017-09-06
Oracle,Authentication,Public,,72.25,2008-06-25
Google,Storage,Private,47,56.25,2000-10-16
Microsoft,Processor,Public,,60.25,2011-07-20
Google,Compute,,,,2012-05-21
Google,Processor,Private,32,,2000-09-06
Cisco,Storage,Private,15,78.75,2012-07-13
Facebook,Processor,NGO,,,2011-04-14
Microsoft,Containers,Public,,61,2014-07-19
Google,Containers,,14,61,2005-08-20
Microsoft,Compute,Public,17,63,2006-04-13
Facebook,Data Science,Public,,,2012-09-05
Facebook,Compute,Private,3,50.5,2011-08-18
Microsoft,Authentication,NGO,,54,2005-07-14
IBM,Storage,NGO,,,2016-05-13
Facebook,Containers,Private,,50.25,2011-03-19
Microsoft,Storage,,,54.5,2019-06-17
Amazon,Processor,NGO,,,2000-07-22
Oracle,Storage,,,64.25,2004-07-15
Cisco,Database,Public,5,62.25,2004-03-16
Cisco,Compute,NGO,,74.5,2015-07-16
Microsoft,Compute,Private,13,50,2009-07-06
Cisco,Authentication,Public,44,,2016-06-16
IBM,Processor,,3,75.25,2001-07-20
Facebook,Database,Public,19,54,2010-04-15
Oracle,Database,Public,46,78,2006-06-06
Amazon,Data Science,Public,39,65.75,2004-05-14
IBM,Processor,Public,,69.25,2002-07-26
Amazon,Database,Public,38,,2019-07-02
Amazon,Processor,Public,,,2007-08-21
Google,Compute,,28,,2011-08-08
Microsoft,Processor,Public,9,61,2019-06-25
Google,Authentication,,31,,2016-08-01
Facebook,Processor,NGO,5,,2003-04-05
Amazon,Data Science,NGO,,60,2019-07-16
Oracle,Processor,Public,12,60,2015-05-19
Facebook,Database,NGO,,77.25,2004-04-24
Google,Storage,,,70.75,2008-08-12
Cisco,Containers,Public,2,,2014-08-02
Oracle,Database,NGO,,72.5,2010-07-22
Google,Processor,,1,71,2011-08-15
Microsoft,Authentication,,,65.25,2007-05-01
Cisco,Compute,,,54.5,2002-05-14
Oracle,Compute,Private,49,,2017-06-22
Cisco,Authentication,Private,33,,2008-07-21
Oracle,Processor,Public,28,65,2019-05-24
Google,Storage,Private,33,55.5,2000-07-13
Cisco,Database,Public,2,76.75,2005-11-05
IBM,Processor,Public,24,,2003-06-21
Amazon,Containers,,23,68.25,2003-09-21
Cisco,Storage,NGO,,62.5,2015-08-19
Oracle,Authentication,Private,,65.5,2000-06-21
IBM,Storage,Public,19,56,2003-04-17
IBM,Processor,,,66.5,2017-05-04
Facebook,Containers,Public,,77.25,2004-09-01
Cisco,Data Science,NGO,26,69.25,2000-07-24
Facebook,Storage,Public,29,61.25,2011-08-13
Google,Data Science,NGO,1,76,2012-07-04
Cisco,Data Science,NGO,30,52.25,2000-07-18
IBM,Compute,Private,11,62.25,2012-05-16
Microsoft,Data Science,,41,63.75,2003-03-25
Facebook,Processor,Private,,,2009-08-13
Google,Processor,NGO,20,,2013-04-02
IBM,Data Science,Public,25,64.25,2008-07-19
Cisco,Containers,Private,,53.25,2004-06-14
Oracle,Database,Public,34,,2002-07-20
Microsoft,Authentication,Public,,63,2014-08-15
Google,Data Science,Private,,,2019-05-07
IBM,Processor,NGO,14,79,2015-02-22
Facebook,Processor,NGO,,67.5,2004-07-06
Facebook,Data Science,,37,,2002-06-12
Oracle,Compute,NGO,,,2011-09-15
Google,Containers,Public,42,68.75,2010-08-05
Google,Processor,Private,7,55.25,2006-05-09
Oracle,Processor,NGO,,50.25,2008-06-04
Microsoft,Compute,NGO,,65.5,2013-06-05
Oracle,Storage,NGO,7,,2007-08-06
Microsoft,Compute,Public,,,2017-03-07
Amazon,Database,,44,59.25,2015-06-20
Facebook,Storage,NGO,,,2002-07-25
Oracle,Storage,NGO,48,,2018-09-13
Amazon,Storage,,25,61,2006-07-05
Google,Processor,Public,,,2006-08-20
Facebook,Database,NGO,10,52.5,2010-02-17
IBM,Data Science,,31,57,2000-05-02
Microsoft,Storage,Public,13,,2007-04-18
Microsoft,Data Science,NGO,,,2003-02-25
Microsoft,Containers,Public,24,60,2002-06-26
Oracle,Compute,Private,,64.25,2010-08-02
Cisco,Authentication,NGO,,66.5,2001-05-11
Microsoft,Compute,,49,,2012-11-19
Amazon,Compute,Private,9,,2004-06-16
IBM,Containers,Private,20,75.25,2006-07-19
Google,Data Science,,,73.25,2010-09-23
IBM,Database,NGO,48,78,2001-06-08
Amazon,Authentication,Public,,,2015-04-03
Cisco,Containers,,7,70.75,2002-08-23
IBM,Containers,Private,29,,2014-09-12
IBM,Processor,Private,,50.25,2012-07-05
Cisco,Database,Private,34,,2019-07-08
Facebook,Containers,,9,,2012-07-14
Amazon,Containers,,27,50.5,2014-06-21
Amazon,Authentication,,,,2011-07-02
IBM,Authentication,NGO,,55.25,2004-07-21
Oracle,Processor,,,63.5,2001-09-25
IBM,Authentication,,,52.75,2000-07-25
Google,Authentication,NGO,9,58,2019-05-02
Microsoft,Data Science,Public,42,62,2014-04-07
Facebook,Containers,NGO,41,,2003-08-07
IBM,Containers,Public,,54.5,2015-04-10
Cisco,Database,,,68,2016-11-07
Cisco,Storage,,17,68.75,2002-06-17
Microsoft,Storage,,6,50,2003-05-22
Google,Authentication,,41,,2010-09-14
Google,Compute,NGO,,50,2002-03-15
Google,Containers,,50,56,2009-06-11
Oracle,Storage,NGO,41,67,2000-04-11
Google,Compute,Public,,67.25,2011-05-01
Amazon,Compute,,1,62.25,2015-03-12
IBM,Containers,Private,,70.5,2013-06-20
IBM,Compute,Public,,74.25,2001-03-22
Oracle,Authentication,Private,16,65.25,2002-03-06
IBM,Storage,NGO,33,,2013-05-19
Microsoft,Data Science,NGO,42,,2011-09-18
Cisco,Compute,Private,,59.75,2015-08-09
Oracle,Authentication,Public,,58.25,2001-04-24
Google,Authentication,,,,2006-01-14
Microsoft,Authentication,NGO,13,65.75,2010-08-07
Google,Data Science,,,65.75,2012-03-08
Amazon,Compute,Private,2,,2012-04-05
Oracle,Database,Public,32,65.75,2007-04-18
Microsoft,Database,Public,,,2005-03-24
IBM,Processor,NGO,,67,2014-05-17
Microsoft,Processor,Private,16,,2000-06-08
Amazon,Processor,Private,18,,2004-09-10
Google,Storage,,23,79.75,2016-07-08
Facebook,Authentication,Public,,70,2004-06-08
IBM,Authentication,Public,,77.75,2019-07-09
Oracle,Compute,Public,28,,2010-09-09
Oracle,Containers,,1,61.75,2014-05-21
Google,Storage,Private,34,55.5,2016-08-21
Google,Compute,NGO,,,2012-06-11
Amazon,Authentication,NGO,4,63.5,2004-04-16
Facebook,Containers,Public,38,73,2001-07-16
Amazon,Processor,NGO,11,,2015-06-01
Google,Authentication,Private,,,2015-04-14
Facebook,Compute,Public,,73,2019-09-14
Oracle,Data Science,,,57.75,2004-05-13
Oracle,Containers,Public,,61,2014-07-19
Oracle,Storage,Public,16,59.5,2019-07-22
IBM,Processor,,,62,2001-06-12
Cisco,Processor,,45,65,2007-05-12
Facebook,Containers,Public,,72.25,2001-04-05
Microsoft,Database,,31,53.25,2015-05-05
Cisco,Processor,Private,27,65,2010-05-04
Microsoft,Authentication,Private,,,2006-03-09
Amazon,Storage,,,,2018-05-18
Amazon,Storage,NGO,,66.25,2019-04-22
Oracle,Data Science,NGO,31,54.75,2004-04-19
Oracle,Processor,NGO,38,58,2012-05-15
Microsoft,Database,Public,,,2008-03-23
IBM,Processor,Public,,,2018-07-04
Amazon,Data Science,Private,12,76,2019-06-09
Cisco,Authentication,,,,2006-05-10
Amazon,Processor,Private,40,,2010-05-24
Facebook,Database,NGO,,,2005-04-09
IBM,Processor,Private,,,2008-08-11
Oracle,Database,Public,,68,2006-04-17
Microsoft,Database,NGO,,,2019-06-09
Oracle,Database,Public,,70.25,2004-05-10
Facebook,Data Science,,34,,2000-01-02
Cisco,Compute,NGO,5,,2000-10-03
Amazon,Containers,Private,46,65.5,2004-07-10
IBM,Storage,,12,,2012-07-02
Google,Storage,,2,,2009-07-01
Amazon,Processor,,,73.25,2004-05-06
Amazon,Containers,NGO,4,64.25,2017-06-10
IBM,Compute,Private,,70.5,2017-04-06
Google,Compute,Public,,,2002-08-24
Amazon,Authentication,,,,2018-04-07
Microsoft,Processor,NGO,,61.75,2016-07-16
Facebook,Storage,Public,4,66,2006-08-09
Google,Storage,Public,,77,2018-06-08
Google,Compute,,20,,2009-06-02
Cisco,Data Science,Private,,74.75,2007-07-19
Oracle,Compute,Private,,,2002-06-14
Amazon,Database,Public,31,51.5,2000-08-15
Amazon,Processor,,,52.5,2002-07-10
Amazon,Storage,NGO,34,61.75,2001-05-19
Facebook,Data Science,Private,38,,2015-04-23
IBM,Processor,NGO,,58.5,2018-06-11
Oracle,Data Science,Private,11,71.75,2010-08-22
Microsoft,Compute,Private,,,2000-05-09
Microsoft,Data Science,Public,13,,2010-07-04
Cisco,Compute,Public,,,2018-07-14
Microsoft,Database,Private,49,,2019-09-07
Facebook,Processor,Private,47,56.75,2019-06-05
Google,Authentication,,,50,2002-06-09
Cisco,Data Science,Public,,,2008-02-26
IBM,Containers,Public,,,2006-06-23
Facebook,Containers,,30,,2000-06-26
Cisco,Containers,NGO,,,2005-09-02
Facebook,Database,,15,58,2001-05-06
Oracle,Containers,Private,,75,2011-06-07
Facebook,Processor,,,61,2001-06-06
Microsoft,Storage,,,78.25,2019-05-14
Amazon,Processor,Private,5,77.75,2008-08-19
Google,Processor,Public,37,56.25,2009-05-16
Cisco,Authentication,Private,18,,2019-08-17
Oracle,Data Science,,50,,2001-06-15
Cisco,Processor,Private,,71.25,2012-03-19
Google,Storage,,,,2004-07-08
Microsoft,Database,,,,2007-05-03
Cisco,Processor,Private,,,2012-06-14
Facebook,Storage,Private,2,71,2014-04-02
Facebook,Containers,Public,15,52,2012-02-10
IBM,Authentication,,27,,2016-04-12
Google,Database,,,50.25,2011-09-07
Oracle,Containers,Public,,,2015-07-10
IBM,Data Science,Public,35,,2002-07-15
Facebook,Compute,,34,,2006-04-01
Microsoft,Processor,,13,54.75,2018-06-26
Cisco,Compute,NGO,,,2009-06-03
Amazon,Authentication,NGO,,56.25,2004-07-07
Google,Database,,,77,2000-07-10
Google,Storage,NGO,1,,2015-05-15
Facebook,Database,Public,,,2000-08-18
Google,Processor,,24,,2011-05-05
Facebook,Data Science,NGO,,72.5,2000-07-25
IBM,Compute,,23,,2019-06-19
Cisco,Storage,,22,,2009-09-13
Cisco,Compute,Private,,55.75,2018-10-04
Facebook,Storage,Private,38,78,2004-08-17
Microsoft,Data Science,,22,61,2001-06-01
Facebook,Storage,Public,,50.25,2003-07-12
Amazon,Compute,NGO,,60.25,2007-05-06
IBM,Authentication,Private,,,2008-09-14
Amazon,Database,,,57.25,2018-05-08
IBM,Database,,,,2008-05-01
Amazon,Authentication,,11,54.5,2000-05-19
Facebook,Containers,NGO,47,56.5,2010-04-11
Facebook,Storage,Private,10,78,2005-09-13
Amazon,Storage,NGO,,75.5,2009-02-01
Microsoft,Storage,Public,12,,2007-06-09
IBM,Data Science,,40,,2004-06-18
Oracle,Containers,NGO,,68.75,2013-09-09
Cisco,Compute,Public,,,2009-08-06
Cisco,Data Science,,,79.75,2014-04-22
Facebook,Storage,Private,2,55.5,2015-03-03
Cisco,Storage,,33,,2010-04-26
Cisco,Authentication,Public,,,2009-09-14
Microsoft,Authentication,,48,72.75,2009-06-20
Google,Authentication,,44,64.75,2013-07-08
Amazon,Compute,Public,,59,2003-08-11
Oracle,Authentication,Private,,67.25,2012-07-02
Facebook,Database,Private,22,,2018-03-17
Facebook,Containers,Public,,58.25,2004-06-19
Oracle,Containers,Public,0,,2018-08-09
Microsoft,Data Science,Public,,59.75,2013-11-08
Google,Data Science,NGO,3,,2007-05-03
Microsoft,Storage,NGO,41,72,2002-06-16
Google,Authentication,Private,34,56.75,2017-06-05
Google,Processor,,,79.5,2007-09-07
Oracle,Database,Public,,78.5,2017-07-10
Microsoft,Containers,NGO,26,57,2017-04-10
Oracle,Processor,Public,,50.5,2018-06-03
Cisco,Storage,Public,,51,2005-06-12
Facebook,Authentication,,,78,2003-08-02
Amazon,Compute,Private,8,55,2004-06-05
Microsoft,Storage,,27,68.75,2000-04-12
Oracle,Authentication,NGO,22,,2007-04-26
Google,Compute,,,76.5,2009-06-19
Oracle,Authentication,Public,,,2011-06-17
Microsoft,Processor,,,,2015-04-01
Cisco,Compute,Private,,,2001-07-01
Google,Authentication,Public,44,52,2012-09-22
Oracle,Authentication,Private,,,2014-08-13
Microsoft,Database,,10,55.75,2012-08-06
Google,Data Science,NGO,,,2004-03-25
Oracle,Storage,Private,42,,2000-10-12
IBM,Authentication,NGO,,,2018-04-10
Microsoft,Authentication,NGO,39,53.25,2007-06-17
Facebook,Storage,Public,3,,2016-04-03
Amazon,Data Science,,19,,2018-07-23
Cisco,Processor,Public,,,2016-01-06
Facebook,Storage,NGO,,75.5,2006-08-17
Amazon,Processor,,0,,2017-04-20
Google,Compute,,50,,2000-07-20
IBM,Storage,,12,,2017-07-23
Cisco,Processor,NGO,47,68.75,2012-04-23
Facebook,Database,,,,2016-10-16
IBM,Processor,NGO,31,,2000-08-04
Oracle,Storage,Private,25,60,2019-08-14
IBM,Storage,Private,,,2011-07-18
Microsoft,Database,Public,,,2006-03-24
Google,Database,NGO,,54.75,2008-03-19
Cisco,Processor,,12,65.75,2007-07-09
Cisco,Containers,Public,31,69.25,2014-06-20
Microsoft,Processor,Public,,,2017-05-25
Microsoft,Processor,NGO,37,,2003-07-04
Microsoft,Compute,,25,,2007-06-07
Amazon,Containers,,,61,2006-06-17
Oracle,Processor,Private,5,,2011-08-02
Amazon,Containers,NGO,,74.5,2002-05-14
IBM,Database,Private,,63.5,2017-08-01
Oracle,Storage,NGO,48,61.75,2006-04-17
Amazon,Containers,NGO,30,60.75,2001-05-16
Amazon,Compute,,,,2017-06-19
Oracle,Containers,Public,,,2007-06-23
Cisco,Storage,Public,4,,2004-06-14
IBM,Storage,Private,,,2016-08-10
Amazon,Storage,Private,49,,2016-07-26
Facebook,Database,Public,,,2011-10-12
Google,Storage,Public,,79.5,2006-08-21
Facebook,Containers,Public,12,60.75,2003-08-23
Cisco,Storage,,47,57.25,2004-06-03
IBM,Containers,,19,71,2009-07-11
Cisco,Processor,Private,15,51.75,2003-04-24
Microsoft,Database,Public,0,70.75,2010-05-12
Oracle,Containers,NGO,22,77.25,2006-07-14
IBM,Data Science,NGO,,,2014-07-08
Microsoft,Storage,Public,,58.75,2019-05-09
IBM,Database,NGO,,,2016-08-24
Oracle,Database,,,59.5,2014-09-01
Facebook,Data Science,NGO,,,2015-07-08
Amazon,Compute,NGO,8,80,2016-05-20
Oracle,Containers,Private,3,,2017-06-26
Cisco,Authentication,Public,,,2016-05-02
Amazon,Data Science,,46,,2001-09-02
Facebook,Compute,,4,,2011-03-23
Oracle,Containers,Private,,70,2011-01-18
Google,Processor,Private,,54.5,2009-04-23
Amazon,Storage,NGO,30,57.5,2003-06-04
Amazon,Containers,NGO,17,51,2012-06-06
Microsoft,Processor,NGO,9,79,2019-06-13
Cisco,Compute,Public,31,,2018-06-07
Amazon,Processor,,,,2019-08-07
IBM,Storage,Private,,61.25,2001-04-09
Facebook,Containers,NGO,24,,2012-07-21
IBM,Storage,NGO,46,70.5,2000-06-09
Facebook,Data Science,NGO,,75.5,2013-07-05
Oracle,Compute,,,,2015-06-08
Cisco,Data Science,Public,,,2008-09-24
Oracle,Containers,,26,,2001-06-24
Facebook,Compute,Private,,79,2016-10-06
Oracle,Processor,NGO,20,,2016-05-12
Facebook,Containers,Public,,53.25,2006-02-17
Cisco,Compute,Public,,70,2001-03-05
Google,Data Science,NGO,,,2008-09-01
Amazon,Authentication,NGO,,,2002-09-25
Google,Storage,NGO,43,,2002-06-09
Oracle,Data Science,,,,2003-09-02
Oracle,Processor,,0,,2018-04-08
Google,Data Science,Public,31,,2011-08-16
Google,Data Science,,13,69.5,2002-06-04
Oracle,Storage,NGO,15,,2014-09-02
Amazon,Processor,Private,,67.5,2014-06-01
IBM,Storage,,,,2001-06-15
Facebook,Storage,Private,29,55.75,2015-05-11
Microsoft,Data Science,NGO,20,76.75,2015-08-09
Google,Database,,12,60.5,2013-04-03
Oracle,Containers,Private,,50.75,2017-08-08
IBM,Containers,NGO,45,,2002-07-13
IBM,Authentication,Public,12,,2008-07-06
IBM,Database,Private,40,66.5,2008-04-02
Cisco,Compute,Public,,75,2005-04-12
Oracle,Authentication,NGO,39,,2006-08-07
Google,Database,Public,,51.5,2012-07-09
Oracle,Compute,Private,1,,2005-01-08
Cisco,Storage,,4,76.5,2002-03-17
Facebook,Compute,NGO,,72,2017-08-19
Oracle,Storage,Public,,,2011-08-22
Amazon,Data Science,NGO,,79.25,2010-08-22
IBM,Storage,Private,15,,2006-05-13
Microsoft,Compute,NGO,4,56,2018-05-17
IBM,Containers,Public,11,,2003-06-03
Cisco,Database,NGO,,55.75,2007-06-12
Google,Storage,,12,78,2000-06-04
Microsoft,Data Science,Private,,65.5,2018-04-20
Oracle,Authentication,Private,,54,2017-07-23
IBM,Database,,,53.75,2009-06-26
Oracle,Database,Private,50,62.75,2006-04-13
IBM,Processor,,45,56.75,2001-04-05
Google,Compute,NGO,,50.75,2017-03-11
Microsoft,Data Science,Public,,,2002-02-16
Facebook,Database,,,54.25,2012-04-18
Cisco,Containers,Private,6,,2010-08-12
IBM,Containers,Private,11,,2011-08-11
Microsoft,Containers,Private,,77.5,2013-06-18
IBM,Compute,,,,2013-05-01
Google,Processor,NGO,,,2016-07-04
Google,Data Science,Private,,51,2012-04-25
Facebook,Authentication,,3,78.5,2019-06-01
IBM,Processor,Private,23,50.75,2017-06-06
Amazon,Authentication,NGO,,79.5,2001-04-08
Facebook,Database,,46,,2012-07-15
Facebook,Processor,Public,4,,2014-01-07
Facebook,Containers,Private,17,62,2013-03-21
Cisco,Data Science,,44,60,2011-08-07
Microsoft,Storage,Public,8,,2004-04-07
IBM,Processor,,35,,2009-07-09
Amazon,Processor,NGO,,57.5,2009-06-17
Facebook,Containers,Public,,64,2017-07-24
Cisco,Containers,NGO,11,68.75,2010-04-13
IBM,Storage,Public,,,2005-07-23
IBM,Compute,,33,61.25,2015-03-03
Oracle,Database,Private,15,53,2006-05-09
Amazon,Authentication,Public,,60.5,2002-04-17
Oracle,Database,Public,,71.75,2012-05-26
Cisco,Data Science,Public,6,,2006-07-12
Google,Compute,Private,,77.5,2010-05-13
IBM,Storage,Public,15,76.5,2011-06-21
IBM,Database,Public,,78.25,2000-05-11
Facebook,Data Science,NGO,46,,2002-06-04
Cisco,Database,Private,,,2000-05-02
Facebook,Processor,Private,10,54.5,2012-02-13
Amazon,Data Science,Private,25,64.5,2009-06-03
IBM,Data Science,Private,,53.25,2011-05-09
Microsoft,Data Science,,8,79,2007-04-18
Oracle,Compute,Private,,65.75,2004-03-09
Facebook,Authentication,,0,,2014-07-24
Oracle,Storage,Public,25,,2009-06-21
Amazon,Data Science,Public,26,74.5,2018-03-09
Oracle,Database,Private,,74.25,2018-05-09
Cisco,Authentication,Public,,,2000-05-01
IBM,Compute,Private,50,,2019-07-10
Microsoft,Authentication,,,57.5,2010-07-26
Oracle,Containers,Public,39,74,2010-06-11
IBM,Compute,,15,64,2012-08-16
Oracle,Data Science,,1,,2014-05-01
Microsoft,Storage,,8,61,2012-07-05
IBM,Processor,NGO,,78.25,2010-09-14
Amazon,Data Science,NGO,23,57.25,2014-07-08
Microsoft,Compute,Private,,60,2018-06-16
Google,Authentication,Public,48,54.5,2004-08-20
Oracle,Database,Private,20,65.25,2019-06-16
Cisco,Database,Public,14,,2019-05-14
Microsoft,Storage,Public,,78.25,2011-08-10
Amazon,Authentication,Public,42,,2018-07-05
IBM,Data Science,,,,2006-05-10
Google,Containers,NGO,,,2003-04-23
Oracle,Data Science,NGO,42,66.75,2001-08-25
Facebook,Compute,,21,79,2006-03-15
Facebook,Storage,Private,,,2012-07-08
Amazon,Database,,5,79.5,2016-05-15
Facebook,Processor,NGO,,,2011-02-01
IBM,Database,,,,2003-05-24
Oracle,Data Science,Public,,77.25,2001-06-21
Google,Storage,,,,2019-05-20
Google,Storage,Private,7,65.75,2002-03-25
Facebook,Storage,NGO,,,2015-07-22
Oracle,Containers,NGO,,62,2006-04-16
Google,Compute,,,,2013-05-18
Microsoft,Database,NGO,50,,2013-07-19
IBM,Data Science,Public,,55.75,2017-08-19
Google,Data Science,Public,35,,2006-08-01
Microsoft,Compute,,43,,2002-04-23
Amazon,Processor,,33,,2006-05-26
Google,Containers,,25,59.75,2003-06-11
Cisco,Storage,Private,0,,2004-05-20
Facebook,Compute,NGO,,,2012-09-05
Facebook,Containers,Private,40,,2015-08-15
Facebook,Containers,NGO,,53.75,2010-06-07
Facebook,Processor,,,57,2013-09-26
IBM,Data Science,Private,15,78.25,2015-06-24
Facebook,Data Science,Public,,,2003-06-22
Google,Processor,Public,16,,2019-06-26
Google,Data Science,Private,13,62.75,2004-05-12
Facebook,Storage,Public,12,,2003-01-09
Oracle,Authentication,NGO,,51,2018-05-15
Oracle,Data Science,Private,1,67.5,2012-07-13
Google,Processor,Private,,55.25,2001-04-09
IBM,Storage,Public,15,56.75,2004-05-16
Microsoft,Compute,Public,,,2016-08-05
Facebook,Compute,Public,5,79,2014-07-18
Cisco,Authentication,Private,,,2013-06-20
Oracle,Processor,NGO,,71.5,2019-07-19
Facebook,Processor,,35,79.5,2006-04-02
Facebook,Database,NGO,28,79.25,2000-07-03
IBM,Containers,Private,,53,2011-02-25
Amazon,Compute,Private,,68,2001-08-03
Amazon,Compute,Private,3,69,2002-04-07
Google,Database,Private,18,66.75,2010-05-03
Facebook,Authentication,Public,40,,2004-06-25
Facebook,Compute,,,,2011-06-10
IBM,Data Science,NGO,44,,2002-11-26
IBM,Authentication,Private,,79.25,2002-06-01
Facebook,Database,Private,,70.5,2014-08-15
Amazon,Containers,Public,,50.75,2009-05-14
Google,Database,NGO,43,79.75,2018-08-21
Microsoft,Processor,Private,,55.75,2009-06-14
Cisco,Containers,,,,2018-03-02
IBM,Containers,,,,2010-08-06
Google,Containers,Public,40,,2012-07-05
IBM,Processor,Private,14,74,2005-07-16
Amazon,Authentication,NGO,41,66,2009-06-03
IBM,Authentication,Public,43,59.25,2009-06-12
IBM,Processor,NGO,25,,2000-10-08
Facebook,Authentication,Public,28,78.75,2013-07-12
Microsoft,Containers,,12,,2006-06-16
Oracle,Authentication,NGO,,58.25,2015-06-11
Google,Processor,NGO,37,,2008-04-22
Facebook,Data Science,,6,77.5,2004-02-12
Amazon,Containers,NGO,8,,2008-09-21
Microsoft,Containers,NGO,2,,2010-07-25
Google,Storage,,,,2010-08-12
Microsoft,Compute,Private,13,77.5,2015-04-05
IBM,Database,NGO,14,,2009-05-16
Microsoft,Containers,,48,,2008-04-12
Oracle,Storage,,,,2002-04-09
Facebook,Processor,,4,58.5,2007-07-02
Oracle,Storage,NGO,,51.75,2013-07-06
Microsoft,Database,NGO,,66.25,2019-06-08
Cisco,Data Science,NGO,,67.75,2001-08-23
Oracle,Containers,,7,,2011-05-19
